Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,92.500000,99.625000,86.750000,91.625000,57.074974,246686000
1999-02-01,92.250000,92.250000,80.875000,84.875000,52.870266,203078200
1999-03-01,84.750000,92.968750,82.000000,88.625000,55.279465,230701600
1999-04-01,88.656250,107.625000,81.500000,104.593750,65.239929,267372400
1999-05-01,104.000000,123.000000,103.156250,116.000000,72.354477,212247200
1999-06-01,113.625000,132.000000,109.437500,129.250000,80.710442,131076300
1999-07-01,130.000000,139.187500,122.625000,125.687500,78.485863,132738400
1999-08-01,124.000000,129.625000,117.562500,124.562500,77.783348,128262000
1999-09-01,125.625000,137.687500,119.625000,121.000000,75.632393,148296500
1999-10-01,121.000000,123.250000,89.000000,98.250000,61.412262,305298100
1999-11-01,98.500000,109.875000,90.000000,103.062500,64.420372,215184000
1999-12-01,102.562500,122.125000,102.250000,107.875000,67.518250,158626300
2000-01-01,112.437500,124.750000,109.625000,112.250000,70.256500,175259600
2000-02-01,112.375000,119.750000,100.937500,102.750000,64.310555,133524400
2000-03-01,102.000000,128.250000,99.500000,118.375000,74.168129,194329000
2000-04-01,120.000000,128.000000,101.250000,111.500000,69.860550,168464800
2000-05-01,112.500000,113.625000,102.000000,107.312500,67.236885,123803200
2000-06-01,107.562500,122.312500,105.500000,109.562500,68.729454,136216300
2000-07-01,108.750000,117.812500,100.000000,112.250000,70.415359,150130400
2000-08-01,112.000000,134.250000,110.250000,132.015625,82.814468,121998000
2000-09-01,133.062500,134.937500,110.250000,112.625000,70.729637,107468400
2000-10-01,112.625000,119.625000,86.937500,98.500000,61.858974,223510000
2000-11-01,98.437500,104.375000,91.625000,93.500000,58.718925,130411900
2000-12-01,94.437500,104.750000,80.062500,85.000000,53.448788,167790700
2001-01-01,84.500000,116.750000,83.750000,112.000000,70.426605,198962600
2001-02-01,112.400002,118.639999,99.099998,99.900002,62.818020,156438900
2001-03-01,99.300003,108.400002,87.650002,96.180000,60.547783,254550000
2001-04-01,97.449997,118.050003,90.050003,115.139999,72.483574,226210900
2001-05-01,115.849998,119.900002,110.959999,111.800003,70.380966,159356200
2001-06-01,112.500000,119.000000,111.099998,113.500000,71.537598,142929700
2001-07-01,113.500000,115.400002,101.559998,105.209999,66.312500,161016400
2001-08-01,105.349998,110.089996,98.860001,99.949997,62.997189,143401500
2001-09-01,100.150002,103.129997,87.489998,91.720001,57.886211,189312500
2001-10-01,91.720001,112.099998,91.339996,108.070000,68.204987,224351500
2001-11-01,107.250000,117.000000,106.900002,115.589996,72.951012,135136300
2001-12-01,114.800003,124.699997,113.209999,120.959999,76.434311,133393800
2002-01-01,120.599998,126.389999,101.000000,107.889999,68.175415,193562900
2002-02-01,107.639999,109.300003,95.760002,98.120003,62.001770,172321000
2002-03-01,98.599998,108.849998,98.500000,104.000000,65.804008,151268500
2002-04-01,104.000000,104.000000,83.339996,83.760002,52.997509,246503300
2002-05-01,83.849998,86.489998,75.919998,80.449997,50.903168,172738400
2002-06-01,80.750000,80.949997,66.099998,72.000000,45.646095,190980700
2002-07-01,72.010002,74.199997,65.699997,70.400002,44.631744,246256900
2002-08-01,70.400002,82.849998,65.849998,75.379997,47.788944,166322300
2002-09-01,74.199997,77.500000,57.990002,58.310001,37.048862,185664400
2002-10-01,59.200001,79.790001,54.009998,78.940002,50.156704,285626300
2002-11-01,78.900002,88.110001,76.699997,86.919998,55.227001,184438100
2002-12-01,88.599998,89.459999,75.599998,77.500000,49.332344,151563500
2003-01-01,78.800003,88.949997,77.019997,78.199997,49.777927,193933500
2003-02-01,78.199997,80.050003,74.309998,77.949997,49.618790,145672700
2003-03-01,78.900002,84.900002,73.169998,78.430000,50.021454,191937200
2003-04-01,78.500000,86.489998,78.120003,84.900002,54.147903,177874300
2003-05-01,85.300003,90.400002,84.449997,88.040001,56.150536,149548000
2003-06-01,89.000000,89.080002,79.809998,82.500000,52.713608,184488300
2003-07-01,81.400002,87.029999,80.580002,81.250000,51.914925,153915600
2003-08-01,81.150002,84.720001,78.730003,82.010002,52.400528,113895200
2003-09-01,82.400002,93.470001,82.300003,88.330002,56.552021,171943100
