Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,0.376116,0.422433,0.330915,0.367746,0.317236,15127403200
1999-02-01,0.372210,0.374442,0.308036,0.310826,0.268134,8116516800
1999-03-01,0.310826,0.331473,0.285714,0.320871,0.276799,9951995200
1999-04-01,0.321987,0.420759,0.299107,0.410714,0.354303,15888969600
1999-05-01,0.411272,0.446429,0.365513,0.393415,0.339380,8908905600
1999-06-01,0.401786,0.437500,0.375558,0.413504,0.356710,6918620800
1999-07-01,0.413504,0.505580,0.403460,0.497210,0.428919,11466582400
1999-08-01,0.496652,0.588170,0.465402,0.582589,0.502571,9244603200
1999-09-01,0.598214,0.715402,0.512835,0.565290,0.487648,18967468800
1999-10-01,0.554688,0.723772,0.531250,0.715402,0.617142,14468496000
1999-11-01,0.714286,0.926339,0.690290,0.873884,0.753857,8624929600
1999-12-01,0.901786,1.053571,0.813058,0.917969,0.791887,9418214400
2000-01-01,0.936384,1.084821,0.772321,0.926339,0.799107,12555177600
2000-02-01,0.928571,1.070871,0.866071,1.023438,0.882869,7319782400
2000-03-01,1.058594,1.342634,1.017857,1.212612,1.046060,8698356800
2000-04-01,1.209821,1.245536,0.936384,1.107701,0.955559,8662404800
2000-05-01,1.114955,1.127232,0.729911,0.750000,0.646988,9807750400
2000-06-01,0.729911,1.029018,0.717634,0.935268,0.806810,8105204800
2000-07-01,0.930804,1.082589,0.837054,0.907366,0.782740,5746770400
2000-08-01,0.898438,1.098214,0.790179,1.088170,0.938711,5636086400
2000-09-01,1.094866,1.145089,0.453125,0.459821,0.396665,14516930400
2000-10-01,0.476563,0.477679,0.312500,0.349330,0.301350,21905788800
2000-11-01,0.347098,0.410714,0.287946,0.294643,0.254174,8488373600
2000-12-01,0.303571,0.312500,0.243304,0.265625,0.229142,8858970400
2001-01-01,0.265625,0.401786,0.257813,0.386161,0.333122,13709460800
2001-02-01,0.369420,0.391741,0.321429,0.325893,0.281132,7023766400
2001-03-01,0.318080,0.424107,0.306920,0.394107,0.339977,10799062400
2001-04-01,0.394464,0.484286,0.334821,0.455179,0.392660,11158991200
